tax_number,year,registration_number,is_sole_trader,sme_category,org_name,org_short_name,main_nace_code,region_iso_code,region_code,region,area,settlement,settlement_type,municipality_code,lat,lon,start_date,end_date,revenue,expenditure,employees_count
278181173,2024,1110280040925,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАШ КОНСУЛЬТАНТ""","ООО ""ВАШ КОНСУЛЬТАНТ""",63.11,RU-BA,2.0,Республика Башкортостан,,Уфа,г,80701000001.0,54.734856,55.957855,2019-09-10,2025-06-10,130697000.0,124264000.0,70.0
278184720,2024,1110280063563,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АУКЦИОНЫ ФЕДЕРАЦИИ""","ООО ""АУКЦИОНЫ ФЕДЕРАЦИИ""",62.0,RU-BA,2.0,Республика Башкортостан,,Уфа,г,80701000001.0,54.734856,55.957855,2016-08-10,2025-06-10,170867008.0,136590000.0,9.0
278203324,2024,1130280053760,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМТЕК""","ООО ""КОМТЕК""",62.01,RU-BA,2.0,Республика Башкортостан,,Уфа,г,80701000001.0,54.734856,55.957855,2016-08-10,2025-06-10,169568000.0,159095008.0,70.0
278212431,2024,1140280034839,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНСУМ-УРАЛ""","ООО ""СЕНСУМ-УРАЛ""",63.11.1,RU-BA,2.0,Республика Башкортостан,,Уфа,г,80701000001.0,54.734856,55.957855,2019-04-10,2025-06-10,109157000.0,100745000.0,54.0
278915811,2024,1160280072369,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭФФЕКТИВНАЯ КОМАНДА""","ООО ""ЭФФЕКТИВНАЯ КОМАНДА""",62.01,RU-BA,2.0,Республика Башкортостан,,Уфа,г,80701000001.0,54.734856,55.957855,2022-07-10,2025-06-10,213302000.0,209754000.0,28.0
278964752,2024,1210200002231,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕКСАКОН""","ООО ""ГЕКСАКОН""",63.11,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2023-12-10,2025-06-10,658028030.0,631497020.0,12.0
278969574,2024,1210200045065,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1984""","ООО ""1984""",62.01,RU-TA,16.0,Республика Татарстан,,Казань,г,92701000001.0,55.794437,49.11145,2022-11-10,2025-06-10,183776000.0,180986000.0,86.0
278972908,2024,1220200017850,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБКОМ ЦИФРОВЫЕ ПРОМЫШЛЕННЫЕ РЕШЕНИЯ""","ООО ""СИБКОМ ЦИФРА""",62.01,RU-BA,2.0,Республика Башкортостан,,Уфа,г,80701000001.0,54.734856,55.957855,2023-07-10,2025-06-10,834430980.0,620124990.0,99.0
300009004,2024,1220300007212,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИТЛЭЙК""","ООО ""БИТЛЭЙК""",62.03.13,RU-BU,3.0,Республика Бурятия,Селенгинский район,Гусиноозерск,г,81648101001.0,51.286545,106.52306,2023-07-10,2025-06-10,100115000.0,76951000.0,1.0
323019200,2024,1020300904250,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БУРЯТСКОЕ ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""КОНУС""","ООО ""БПП ""КОНУС""",62.09,RU-BU,3.0,Республика Бурятия,,Улан-Удэ,г,81701000001.0,51.833508,107.58412,2017-06-10,2025-06-10,104281000.0,92783000.0,21.0
323400790,2024,1170327008280,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЙКАЛМЕДСИСТЕМС""","ООО ""БАЙКАЛМЕДСИСТЕМС""",62.01,RU-BU,3.0,Республика Бурятия,,Улан-Удэ,г,81701000001.0,51.833508,107.58412,2017-08-10,2025-06-10,106872000.0,83941000.0,28.0
326489404,2024,1100327001048,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНУС ПЛЮС""","ООО ""КОНУС ПЛЮС""",62.09,RU-BU,3.0,Республика Бурятия,,Улан-Удэ,г,81701000001.0,51.833508,107.58412,2016-08-10,2024-07-10,258458000.0,223035008.0,28.0
326489404,2024,1100327001048,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНУС ПЛЮС""","ООО ""КОНУС ПЛЮС""",62.09,RU-BU,3.0,Республика Бурятия,,Улан-Удэ,г,81701000001.0,51.833508,107.58412,2024-07-10,2025-06-10,258458000.0,223035008.0,28.0
326538027,2024,1150327003617,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-УЛАН-УДЭ""","ООО ""МАКСИМ-УЛАН-УДЭ""",62.09,RU-BU,3.0,Республика Бурятия,,Улан-Удэ,г,81701000001.0,51.833508,107.58412,2016-08-10,2025-06-10,183000000.0,150088992.0,5.0
400012850,2024,1190400003089,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАСЧЕТНО-ИНФОРМАЦИОННЫЙ ЦЕНТР ""ТВОЙ ДОМ""","ООО ""РИЦ ""ТВОЙ ДОМ""",63.11,RU-AL,4.0,Республика Алтай,Майминский район,Майма,с,84615430101.0,52.00372,85.89618,2020-01-10,2025-06-10,362310016.0,363196992.0,9.0
411059120,2024,1020400742966,0,3,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАМАКС СИСТЕМЗ""","АО ""РАМАКС СИСТЕМЗ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-10-10,2024-07-10,191136992.0,175259008.0,52.0
411059120,2024,1020400742966,0,2,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАМАКС СИСТЕМЗ""","АО ""РАМАКС СИСТЕМЗ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,191136992.0,175259008.0,52.0
411119612,2024,1040400768748,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОЛИДЕР""","ООО ""ГЕОЛИДЕР""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2016-08-10,2025-06-10,197388000.0,189680992.0,37.0
572002781,2024,1120572001990,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ИНТЕРСВЯЗЬ""","ООО ""КОМПАНИЯ ""ИНТЕРСВЯЗЬ""",62.09,RU-DA,5.0,Республика Дагестан,,Махачкала,г,82701000001.0,42.984913,47.504646,2023-06-10,2025-06-10,393935008.0,233120000.0,50.0
572013021,2024,1160572050198,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-МАХАЧКАЛА""","ООО ""МАКСИМ-МАХАЧКАЛА""",62.09,RU-DA,5.0,Республика Дагестан,,Махачкала,г,82701000001.0,42.984913,47.504646,2016-08-10,2025-06-10,112627000.0,86994000.0,0.0
572021583,2024,1180571007737,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЕ И ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""","ООО ""ИНЖЕНЕРНЫЕ И ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",62.02,RU-DA,5.0,Республика Дагестан,,Махачкала,г,82701000001.0,42.984913,47.504646,2018-07-10,2025-06-10,299159008.0,292736992.0,5.0
600007865,2024,1230600001246,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОЦЕНТР НАЗРАНЬ""","ООО ""ЭНЕРГОЦЕНТР НАЗРАНЬ""",62.03,RU-IN,6.0,Республика Ингушетия,,Сунжа,г,26720000001.0,43.320354,45.047684,2023-04-10,2024-07-10,1040905980.0,1035516990.0,38.0
600007865,2024,1230600001246,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОЦЕНТР НАЗРАНЬ""","ООО ""ЭНЕРГОЦЕНТР НАЗРАНЬ""",62.03,RU-IN,6.0,Республика Ингушетия,,Сунжа,г,26720000001.0,43.320354,45.047684,2024-07-10,2025-06-10,1040905980.0,1035516990.0,38.0
608039393,2024,1150608019374,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВКАВИНФОРМЦЕНТР""","ООО ""СЕВКАВИНФОРМЦЕНТР""",63.11,RU-IN,6.0,Республика Ингушетия,,Назрань,тер,26706000000.0,43.232582,44.7549,2018-02-10,2024-05-10,113738000.0,112175000.0,3.0
608039393,2024,1150608019374,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВКАВИНФОРМЦЕНТР""","ООО ""СЕВКАВИНФОРМЦЕНТР""",62.09,RU-IN,6.0,Республика Ингушетия,,Назрань,тер,26706000000.0,43.232582,44.7549,2024-05-10,2025-06-10,113738000.0,112175000.0,3.0
725023781,2024,1170726007506,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-ЮГ""","ООО ""МАКСИМ-ЮГ""",62.09,RU-KB,7.0,Кабардино-Балкарская республика,,Нальчик,г,83701000001.0,43.484604,43.60709,2021-07-10,2024-04-10,118160000.0,110314000.0,3.0
725023781,2024,1170726007506,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-ЮГ""","ООО ""МАКСИМ-ЮГ""",62.09,RU-KDA,23.0,Краснодарский край,,Сочи,г,3726000001.0,43.585526,39.72306,2024-04-10,2025-06-10,118160000.0,110314000.0,3.0
800010632,2024,1230800005017,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФЕССИОНАЛЬНЫЕ ОТРАСЛЕВЫЕ РЕШЕНИЯ""","ООО ""ПРО""",62.01,RU-KL,8.0,Республика Калмыкия,,Элиста,г,85701000001.0,46.308308,44.27018,2023-09-10,2025-06-10,103585000.0,43633000.0,5.0
816035914,2024,1170816002235,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-ЭЛИСТА""","ООО ""МАКСИМ-ЭЛИСТА""",62.09,RU-KL,8.0,Республика Калмыкия,,Элиста,г,85701000001.0,46.308308,44.27018,2017-11-10,2025-06-10,116415000.0,90408000.0,2.0
1001156517,2024,1041000029784,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОКРАФТ СЕВЕРО-ЗАПАД""","ООО ""ИНФОКРАФТ СЕВЕРО-ЗАПАД""",62.01,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2016-08-10,2025-06-10,110249000.0,89799000.0,38.0
1001162630,2024,1051000012227,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМТЕК""","ООО ""КОМТЕК""",62.02,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2016-08-10,2025-06-10,173620000.0,115796000.0,34.0
1001185123,2024,1061001075410,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕТРИКА МЕДИЦИНА""","ООО ""НЕТРИКА МЕДИЦИНА""",63.11,RU-SPE,78.0,Санкт-Петербург,,Санкт-Петербург,г,40000000.0,59.939083,30.31588,2021-02-10,2025-06-10,1061681020.0,654828990.0,91.0
1001212715,2024,1081001012520,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОКОД""","ООО ""ПРОКОД""",62.01,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2016-08-10,2025-06-10,157390000.0,168676992.0,35.0
1001215794,2024,1081001016997,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПУТНИКСЕРВИС""","ООО ""СПУТНИКСЕРВИС""",63.11,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2022-10-10,2025-06-10,185518000.0,179082000.0,29.0
1001256060,2024,1121001003089,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЛАБ.ПРО""","ООО ""ИНЛАБ.ПРО""",62.0,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2021-07-10,2025-06-10,129903000.0,122379000.0,64.0
1001283924,2024,1141001006376,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕОСИСТЕМЫ ИТ""","ООО ""НЕОСИСТЕМЫ ИТ""",62.01,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2021-07-10,2025-06-10,194903008.0,187652992.0,85.0
1001294517,2024,1151001002965,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-ПЕТРОЗАВОДСК""","ООО ""МАКСИМ-ПЕТРОЗАВОДСК""",62.09,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2016-08-10,2025-06-10,118371000.0,102858000.0,2.0
1001314072,2024,1161001060330,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАТЛЕКС""","ООО ""НАТЛЕКС""",62.01,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2022-07-10,2025-06-10,179108992.0,203491008.0,29.0
1001332392,2024,1181001001587,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТРИУМ МЕДИАГРУПП""","ООО ""АТРИУМ МЕДИАГРУПП""",62.01,RU-KR,10.0,Республика Карелия,,Петрозаводск,г,86701000001.0,61.789036,34.359688,2022-04-10,2025-06-10,123137000.0,117491000.0,3.0
1006027561,2024,1191001007790,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЮ ДАТА ЦЕНТР""","ООО ""КЮ ДАТА ЦЕНТР""",63.11,RU-KR,10.0,Республика Карелия,Сегежский район,Надвоицы,пгт,86545000052.0,63.89254,34.26409,2019-09-10,2025-06-10,1334333950.0,1261873020.0,53.0
1006027850,2024,1201000006261,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАТА-ЦЕНТР АРКТИКА2""","ООО ""ДЦ АРКТИКА2""",63.11,RU-KR,10.0,Республика Карелия,Сегежский район,Надвоицы,пгт,86545000052.0,63.89254,34.26409,2020-11-10,2025-06-10,1853321980.0,1637206020.0,57.0
1101011868,2024,1031100402926,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРФЕЙС""","ООО ""ИНТЕРФЕЙС""",62.01,RU-KO,11.0,Республика Коми,,Сыктывкар,г,87701000001.0,61.668694,50.835735,2016-08-10,2025-06-10,206828000.0,149572000.0,24.0
1101065253,2024,1071101008648,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТИКС""","ООО ""ИТИКС""",62.02,RU-KO,11.0,Республика Коми,,Сыктывкар,г,87701000001.0,61.668694,50.835735,2020-08-10,2025-06-10,451244992.0,242792992.0,69.0
1101066602,2024,1081101001101,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ УСПЕХА""","ООО ""ТЕХНОЛОГИИ УСПЕХА""",62.09,RU-KO,11.0,Республика Коми,,Сыктывкар,г,87701000001.0,61.668694,50.835735,2016-08-10,2025-06-10,431283008.0,359404000.0,23.0
1101111799,2024,1021100522508,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСУЛЬТАНТПЛЮСКОМИ""","ООО ""КОНСУЛЬТАНТПЛЮСКОМИ""",63.11.1,RU-KO,11.0,Республика Коми,,Сыктывкар,г,87701000001.0,61.668694,50.835735,2023-07-10,2025-06-10,151292000.0,124370000.0,65.0
1101168121,2024,1201100001563,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКАЙ""","ООО ""СКАЙ""",63.11.9,RU-KO,11.0,Республика Коми,,Сыктывкар,г,87701000001.0,61.668694,50.835735,2020-04-10,2025-06-10,169790000.0,162956000.0,4.0
1102029071,2024,1021100737646,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСАЛТ-ИНФОРМ""","ООО ""КОНСАЛТ-ИНФОРМ""",62.01,RU-KO,11.0,Республика Коми,,Ухта,г,87525000001.0,63.556477,53.701412,2016-08-10,2025-06-10,128681000.0,98463000.0,46.0
1102076120,2024,1151102000257,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСАДМИН""","ООО ""СА""",62.01,RU-KO,11.0,Республика Коми,,Ухта,г,87525000001.0,63.556477,53.701412,2023-11-10,2025-06-10,196574000.0,99744000.0,8.0
1121027908,2024,1191121007747,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЕМ ЭЛЕКТРО""","ООО ""АЕМ ЭЛЕКТРО""",62.02,RU-KO,11.0,Республика Коми,Усть-Вымский район,Жешарт,пгт,87644155051.0,62.095337,49.59225,2022-11-10,2024-04-10,111317000.0,121167000.0,1.0
1121027908,2024,1191121007747,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЕМ ЭЛЕКТРО""","ООО ""АЕМ ЭЛЕКТРО""",62.02,RU-KO,11.0,Республика Коми,,Сыктывкар,пгт,87701000061.0,61.678104,50.9881,2024-04-10,2025-06-10,111317000.0,121167000.0,1.0
1200007580,2024,1221200003529,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ СМАРТКОМСИТИ""","ООО ""НПП СМАРТКОМСИТИ""",62.01,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2023-09-10,2025-06-10,107607000.0,107607000.0,1.0
1215007858,2024,1021200785726,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1С-РАРУС ЙОШКАР-ОЛА""","ООО ""1С-РАРУС ЙОШКАР-ОЛА""",62.01,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2022-07-10,2025-06-10,174232000.0,145462000.0,32.0
1215085863,2024,1031200404663,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР СОПРОВОЖДЕНИЯ 1С-РАРУС ЙОШКАР-ОЛА""","ООО ""ЦЕНТР СОПРОВОЖДЕНИЯ 1С-РАРУС ЙОШКАР-ОЛА""",62.0,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2016-08-10,2025-06-10,107874000.0,99018000.0,57.0
1215143804,2024,1091215006200,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИРАЖНЫЕ РЕШЕНИЯ 1С-РАРУС""","ООО ""ТИРАЖНЫЕ РЕШЕНИЯ 1С-РАРУС""",62.0,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2016-08-10,2025-06-10,253608992.0,222494000.0,92.0
1215156909,2024,1111215003460,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОДАМУС""","ООО ""ПРОДАМУС""",63.11,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2020-03-10,2024-06-10,2450353920.0,2102626940.0,81.0
1215167403,2024,1121215007451,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАНТАЙМ""","ООО ""РАНТАЙМ""",63.11.1,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2016-08-10,2025-06-10,266012000.0,262538000.0,84.0
1215174827,2024,1131215006108,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОПОМОЩЬ""","ООО ""АВТОПОМОЩЬ""",63.11,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2016-08-10,2025-06-10,178742000.0,93622000.0,17.0
1215181060,2024,1141215003709,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТЕЖНЫЙ ИНТЕГРАТОР""","ООО ""ПЛАТЕЖНЫЙ ИНТЕГРАТОР""",62.01,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2023-10-10,2025-06-10,205558000.0,174040992.0,28.0
1215218922,2024,1171215005620,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТКОИН""","ООО ""СМАРТКОИН""",62.01,RU-ME,12.0,Республика Марий Эл,,Йошкар-Ола,г,88701000001.0,56.634407,47.89988,2023-07-10,2025-06-10,217523008.0,114498000.0,12.0
